nodeid,in_population,database.all_fitnesses.island_zero,database.best_program.island_zero,database.end_generation.always_false,database.end_generation.bare_increment,database.feature_dimensions.empty,database.fitness.no_feature_exclusion,database.get.best_fallback,database.init.no_novelty_guard,database.island_fitnesses.global,database.last_iteration.off_by_one,database.load.reset_generations,database.num_islands.off_by_one,database.num_programs.off_by_one,database.per_island_bests.neg_inf_default,database.sample_from_island.drop_inspirations,database.save.iteration_zero,database.store_artifacts.noop,islands.add.ignore_target_scope,islands.capabilities.overclaim,islands.elites.worst_first,islands.load_state_dict.ignore_state,islands.native_select.source_is_target,islands.per_scope_bests.global_best,islands.population.ignore_scope,islands.regions.generic_label,islands.scopes.drop_last,islands.snapshot.limit_before_sort,islands.snapshot.regions_always,islands.state_dict.empty,islands.steps_per_generation.one,islands.target_scope.off_by_one,islands.top_programs.island_wins,islands.top_programs.reversed,islands.topology.flat,prompts.build_mutation_prompt.drop_parent2,prompts.build_mutation_prompt.unfiltered_metrics,prompts.build_mutation_prompt.unfiltered_program_lists,prompts.inject_advice.no_header,prompts.make_prompt_sampler.allow_stochasticity,prompts.make_prompt_sampler.skip_template_registration
tests/test_escalation_policy.py::TestTriggers::test_random_trigger_respects_probability_one,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_escalation_policy.py::TestTriggers::test_random_trigger_respects_probability_zero,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_arm_sweep.py::TestBanditSurfacesItsOperatorChoice::test_the_attempt_runs_the_operator_the_bandit_drew,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_arm_sweep.py::TestBriefCarriesArmGuidance::test_hifo_and_pes_custom_put_guidance_under_the_delimiter,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,K
tests/test_noema_agent_arm_sweep.py::TestBriefCarriesArmGuidance::test_null_leaves_no_coordination_section,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_arm_sweep.py::TestBriefCarriesArmGuidance::test_pes_faithful_uses_full_executor_prompt_without_suffix_header,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_arm_sweep.py::TestEveryArmFiresPerChildHooks::test_every_registry_arm_participates_in_one_accepted_child,no,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_arm_sweep.py::TestEveryArmGetsAGenerationTick::test_every_registry_arm_receives_the_host_fired_tick,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_arm_sweep.py::TestPEProposalsAreHostEvaluated::test_pe_proposals_land_in_the_store_after_the_tick,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_burst_driver.py::TestRunAgentMode::test_no_accepted_child_is_bounded_by_max_iterations,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_burst_driver.py::TestRunAgentMode::test_no_generation_tick_before_cadence,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_burst_driver.py::TestRunAgentMode::test_run_agent_mode_generation_boundary_fires_tick,no,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_burst_driver.py::TestRunAgentMode::test_run_agent_mode_pe_inserts_after_generation,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_burst_driver.py::TestRunAgentMode::test_run_agent_mode_reaches_stop_children,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_burst_driver.py::TestRunAgentModeSubstrateSmoke::test_factory_built_session_run_agent_mode,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_burst_driver.py::TestRunAgentModeSubstrateSmoke::test_islands_target_scope_cycles_under_burst_driver,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_agent_cli_backends.py::TestCliCommandBuilders::test_agent_argv_uses_print_and_workspace,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestCliCommandBuilders::test_claude_argv_uses_print_and_system_file,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestCliCommandBuilders::test_codex_argv_uses_exec_and_workspace,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestCliCommandBuilders::test_envelope_names_absolute_deliverable,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestCliCommandBuilders::test_every_supported_cli_accepts_model_override,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestCliCommandBuilders::test_every_supported_cli_attaches_mcp_config,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestCliCommandBuilders::test_opencode_argv_uses_run_auto_and_dir,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestCliCommandBuilders::test_supported_kinds,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestMaterializeChildCode::test_diff_mode_applies_search_replace,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestMaterializeChildCode::test_diff_mode_falls_back_to_full_file,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_cli_backends.py::TestMaterializeChildCode::test_full_rewrite_accepts_fenced_or_raw,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_bad_active_coordination_cli_kind_rejected,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_bad_active_mutation_cli_kind_rejected,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_bad_coordination_depth_rejected,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_bad_mutation_depth_rejected,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_cli_bootstrap_constructs_complete_overlay_once,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_cli_bootstrap_preserves_canonical_yaml,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_factory_emits_transport_difference_warnings,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_factory_passes_canonical_config_without_projection,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_inactive_coordination_cli_is_warning_not_error,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_stop_children_overlay_does_not_mutate_canonical_limit,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestAgentConfig::test_valid_config_passes,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestCreateAgentSession::test_deep_mutation_builds_bound_cli_backend,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestCreateAgentSession::test_factory_accepts_one_child_with_fake_backend,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestCreateAgentSession::test_factory_deep_coordination_wraps_llm,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestCreateAgentSession::test_factory_shallow_coordination_uses_budgeted_llm,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestCreateAgentSession::test_mutation_cli_timeout_reaches_each_request,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_config.py::TestCreateAgentSession::test_shallow_mutation_builds_unbound_cli_backend,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestAgentEscalation::test_budget_fraction_warns_and_disables_escalation,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestAgentEscalation::test_random_escalation_reaches_mutation_request_model,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestAgentEscalation::test_random_escalation_sequence_is_seed_deterministic,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestAttemptTraceAndArtifacts::test_backend_failure_writes_trace_without_population_write,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestAttemptTraceAndArtifacts::test_unparseable_deliverable_writes_trace_without_population_write,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestCliMutationBackendContract::test_configured_cli_model_is_the_fallback,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestCliMutationBackendContract::test_missing_deliverable_is_mutation_failure,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestCliMutationBackendContract::test_per_call_model_overrides_configured_cli_model,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestCliMutationBackendContract::test_stub_executable_writing_child_is_read_as_success,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestMaterializeThroughRunMutation::test_diff_deliverable_is_applied_before_admission,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestMutationLayoutIsHostOwned::test_brief_is_host_assembled_prompt_not_a_path_instruction,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestMutationLayoutIsHostOwned::test_mutation_writes_deliverable_under_output_dir_layout,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestMutationLayoutIsHostOwned::test_paths_are_deterministic_under_output_dir,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestRunMutationAccept::test_fake_backend_child_is_evaluated_stored_and_reported,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestRunMutationBackendFailure::test_backend_failure_does_not_touch_the_store,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_agent_run_mutation.py::TestRunMutationRejectAndRetry::test_bad_code_is_rejected_then_the_next_attempt_retries_the_same_target,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_attempt_trace.py::TestAttemptTraceWriter::test_binary_artifacts_are_reversibly_encoded,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_attempt_trace.py::TestAttemptTraceWriter::test_dirty_digest_changes_when_dirty_contents_change,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_attempt_trace.py::TestAttemptTraceWriter::test_rejects_unknown_outcome,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_attempt_trace.py::TestAttemptTraceWriter::test_writes_one_complete_json_record_and_flushes_it,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_bandit.py::TestBanditDeterminism::test_checkpoint_state_roundtrips,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_bandit.py::TestBanditDeterminism::test_same_seed_same_operator_sequence_and_state,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_bandit.py::TestBanditIsZeroToken::test_bandit_runs_end_to_end_and_steers_operators,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_bandit.py::TestBanditIsZeroToken::test_no_coordination_account_spend_over_a_full_run,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_bandit.py::TestOtherArmsUnchanged::test_empty_request_leaves_operator_rng_draw_identical,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K
tests/test_noema_bandit.py::TestUCBPrefersBestOperator::test_converges_to_the_best_rewarding_arm_on_a_stationary_bandit,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_bandit.py::TestUCBPrefersBestOperator::test_pulls_every_arm_before_exploiting,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestNoemaBoltzmannPolicyHostSpec::test_accepted_child_applies_verified_heredity_formula_once,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestNoemaBoltzmannPolicyHostSpec::test_empty_target_uses_noema_global_bootstrap_fallback,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestNoemaBoltzmannPolicyHostSpec::test_failed_or_rejected_attempt_does_not_update_heredity,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestNoemaBoltzmannPolicyHostSpec::test_inspirations_are_uniform_without_replacement,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestNoemaBoltzmannPolicyHostSpec::test_state_is_json_safe_and_resume_trace_is_identical,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestReleasedBoltzmannKernelSpec::test_diversity_formula_matches_released_wheel,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestReleasedBoltzmannKernelSpec::test_released_elite_membership_quirk_is_pinned,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestReleasedBoltzmannKernelSpec::test_sampling_weight_multiplies_stable_boltzmann_probability,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestReleasedBoltzmannKernelSpec::test_seeded_trace_matches_released_wheel,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestReleasedBoltzmannKernelSpec::test_temperature_formula_matches_released_wheel,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestReleasedStagnationSpec::test_recent_history_means_five_solutions_and_four_deltas,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestReleasedStagnationSpec::test_released_empty_history_and_cap_behavior_are_pinned,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_boltzmann_fidelity_spec.py::TestReleasedStagnationSpec::test_released_hard_branch_is_unreachable,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestRetrySpendMetering::test_budget_exhausted_mid_retry_stops_cleanly,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestRetrySpendMetering::test_each_retry_attempt_metered_per_attempt,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_account_cap_limits_below_pool,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_charge_and_spent_per_account,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_charge_assigns_stable_sequential_call_ids,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_charge_never_raises_and_can_go_negative,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_ensure_raises_on_account_cap,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_ensure_raises_when_pool_exhausted,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_invalid_budget_rejected,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_jsonl_log_written,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_per_account_cap_message_still_names_the_account,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_shared_pool_across_accounts,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_shared_pool_exhaustion_does_not_blame_the_asking_account,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budget_ledger.py::TestTokenLedger::test_snapshot_restore_round_trip,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budgeted_llm.py::TestBudgetedLLM::test_all_retries_fail_raises_last_error,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
tests/test_noema_budgeted_llm.py::TestBudgetedLLM::test_generate_wraps_prompt_as_user_message,no,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
